catt,Level,Time,ATT,MSPE,keyword,start_date,end_date,treatment,verification_method,force,estimator,path,rn
36.5055138111552,Average,3,9.1263784527888,32.60109753209798,porn,2019-01-01,2024-10-31,post_treat,database_id,unit,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_database_id_force_unit_estimator_ife.rds,95
20.96115311476315,Average,1,10.480576557381577,72.64742640944324,porn,2019-01-01,2024-10-31,post_treat,database_id,unit,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_database_id_force_unit_estimator_mc.rds,96
31.573108681753254,Average,3,7.893277170438314,72.64742640944324,porn,2019-01-01,2024-10-31,post_treat,database_id,unit,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_database_id_force_unit_estimator_mc.rds,96
18.463332399893197,Average,1,9.2316661999466,34.310510236544715,porn,2019-01-01,2024-10-31,post_treat,digitized_id,none,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_none_estimator_ife.rds,97
36.29099422915016,Average,3,9.07274855728754,34.310510236544715,porn,2019-01-01,2024-10-31,post_treat,digitized_id,none,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_none_estimator_ife.rds,97
17.186691722413375,Average,1,8.593345861206688,68.3585501201925,porn,2019-01-01,2024-10-31,post_treat,digitized_id,none,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_none_estimator_mc.rds,98
26.850008833228912,Average,3,6.712502208307228,68.3585501201925,porn,2019-01-01,2024-10-31,post_treat,digitized_id,none,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_none_estimator_mc.rds,98
18.220322173817483,Average,1,9.11016108690874,34.78093798195001,porn,2019-01-01,2024-10-31,post_treat,digitized_id,time,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_time_estimator_ife.rds,99
37.06936258861427,Average,3,9.267340647153569,34.78093798195001,porn,2019-01-01,2024-10-31,post_treat,digitized_id,time,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_time_estimator_ife.rds,99
17.220166340629525,Average,1,8.610083170314763,76.2387851843373,porn,2019-01-01,2024-10-31,post_treat,digitized_id,time,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_time_estimator_mc.rds,100
